ID,ZoneName,AreaName_lang,ContinentID
7390,TheGatesOfTanaan,The Gates of Tanaan,1116
7391,ThePathOfGloryTalador,The Path of Glory,1116
7392,PillarsOfFate,Pillars of Fate,1116
7393,VerdantPass,Verdantis Pass,1116
7394,SteamburstCauldron,Steamburst Cauldron,1116
7395,HighmaulColisseum,The Coliseum,1228
7396,DarkstingCave,Darksting Cave,1116
7397,MoonlitShoreSouth,Moonlit Shore,1116
7399,IshaalsHut,Ishaal's Hut,1116
7400,ZelleksHut,Zellek's Hut,1116
7401,TheGreatSea,Cavern of Lament,974
7402,EvermornRise,Evermorn Rise,1116
7403,TheCompostHeap,The Compost Heap,1116
7404,LernaeanShore,Lernaean Shore,1116
7405,HighmaulHarbor,Highmaul Harbor,1116
7406,TheCliffsofHighmaul,The Cliffs of Highmaul,1116
7407,TheSouthSea,The South Sea,1116
7408,WindrocBay,Windroc Bay,1116
7409,TheSunsetShore,The Sunset Shore,1116
7410,TheSouthSea,The South Sea,1116
7411,GorgrondFinaleDraenor,The Iron Approach,1116
7412,AssassinsCove,Assassin's Cove,1116
7413,SpiritWhisperHollow,Spirit Whisper Hollow,1116
7414,SkyseaRidge,Skysea Ridge,1116
7415,GorgrondFinaleScenario,The Iron Approach,1116
7416,AbandonedCave,Sulfurscale Cave,1116
7417,TaladorShattrathCityDock,Sha'tari Anchorage,1116
7418,TaladorShattrathCityDockWest,Shattrath Port Authority,1116
7419,TaladorShattrathCityDockLighthouse,Beacon of Sha'tar,1116
7420,TaladorShattrathCitySiegeArea,Shattrath City,1116
7421,TaladorShattrathCitySiegeUpper,Shattrath Commons,1116
7422,TaladorShattrathCityMarket,Sha'tari Market District,1116
7423,BlackrockTrainDepotFinale,Grimrail Crash Site,1208
7424,RiverbeastDen,Riverbeast Den,1116
7425,LamplighterInn,Lamplighter Inn,1116
7426,TheCrescentHearth,The Crescent Hearth,1116
7427,TheSilkenPillow,The Silken Pillow,1116
7428,BarrierSeaTanaan,Barrier Sea,1116
7429,IronPass,Iron Pass,1116
7431,TheColossalsFist,The Colossal's Fist,1116
7432,ElementalPlateauDraenorCoast,Elemental Plateau,1116
7433,TelaariWorksite,Telaari Worksite,1116
7434,WorvarWorksite,Wor'var Worksite,1116
7435,AarkosEstate,Aarko's Estate,1116
7436,TheSouthSeaSpires,The South Sea,1116
7437,WitherwindPass,Witherwind Pass,1116
7438,AshranKingsThrone,Seat of Kor'lok,1191
7439,AshranCaptureGY,Kings' Rest,1191
7440,EchidneanShelf,Echidnean Shelf,1116
7441,AshranHordeFactionHubBase,Warspear Base,1116
7442,AshranAllianceFactionHubBase,Stormshield Base,1116
7444,AshranWilderness,Ashran,1191
7445,TheEvanescentSeaSpires,The Evanescent Sea,1116
7446,BarrierSeaAshran,Barrier Sea,1116
7447,ColossalDepthsGorgrond,Colossal Depths,1116
7448,BarrierSeaShadowmoon,Barrier Sea,1116
7449,TheThornPits,The Thorn Pits,1116
7450,TheSavageCragExterior,The Savage Crag,1116
7451,BrokenHornVillage,Broken Horn Village,1116
7452,DoomtideCove,Doomtide Cove,1116
7453,TaladorShattrathCitySouthernQuad,Sha'tar Way Station,1116
7454,TaladorShattrathCitySouthernRise,Sha'tari Skymesa,1116
7455,TaladorShattrathCityNeighborhood,Shattrath Residential District,1116
7456,OvergrownDen,Overgrown Den,1116
7457,SherkhaansDen,Sher'khaan's Den,1116
7459,BrokenHornVillageInn,Deadmeat's House of Meat,1116
7460,DenofSecrets,Den of Secrets,1116
7461,EarthshakerGorge,Earthshaker Gorge,1116
7462,TheColiseum,The Coliseum,1431
7463,TheColiseum,The Coliseum,1116
7464,ThePathofVictors,The Path of Victors,1116
7465,GorianStrand,Gorian Strand,1116
7466,TheImperatorsFavor,The Imperator's Favor,1116
7467,MarketDistrict,Market District,1116
7468,TheUnderbelly,The Underbelly,1116
7469,HiddenCamp,Hidden Camp,1116
7470,MountKragor,Mount Kra'gor,1116
7471,DolmaksHideout,Dol'mak's Hideout,1116
7472,DeadwalkerPass,Deadwalker Pass,1116
7473,HillsOfValuun,Hills of Valuun,1116
7474,ThaelinsWorkshop,Thaelin's Workshop,1116
7475,GarrisonAllianceInn,Garrison - Alliance - Inn,1229
7476,AshranCenterLane,Volrath's Advance,1191
7477,AshranCenterLane,The Crossroads,1191
7478,AshranCenterLane,Tremblade's Vanguard,1191
7479,AshranCenterLane,Archmage Overwatch,1191
7480,TaladorShattrathCityFelRise,Shattrath Overlook,1116
7481,AkeetasHovel,Akeeta's Hovel,1116
7482,FortWrynnWorksite,Fort Wrynn Worksite,1116
7483,VoljinsPrideWorksite,Vol'jin's Pride Worksite,1116
7484,SouthportWorksite,Southport Worksite,1116
7485,AxefallWorksite,Axefall Worksite,1116
7486,Goldshire,Stormwind Gate,0
7488,FiendishVault,Fiendish Vault,1220
7489,CragplumeCauldronExterior,Cragplume Cauldron,1116
7490,Garrison,Garrison,1116
7492,SaraahsVale,Saraah's Vale,1116
7493,FrostfireFinaleIronSiegeworks,Iron Siegeworks,1116
7494,FrostfireFinaleBonesofAgurak,Bones of Agurak,1116
7495,TanaanJungleExterior,Tanaan Coast,1116
7496,TanaanValley,Tanaan Valley,1116
7497,TraitorsOverlook,Traitor's Overlook,1220
7498,ShadowmoonValleyOutlandChat,Shadowmoon Valley (Outland),530
7499,NagrandOutlandChat,Nagrand (Outland),530
7500,OrunaiDeltaGorgrond,Orunai Delta,1116
7501,TaladorBeachGorgrond,Orunai Coast,1116
7502,Dalaran70,Dalaran,1220
7503,Highmountain,Highmountain,1220
7504,TheVioletCitadel70,The Violet Citadel,1220
7505,KarasusLanding70,Krasus' Landing,1220
7506,KrasusLandingInterior70,Krasus' Landing,1220
7508,TheSilverEnclave70,Greyfang Enclave,1220
7510,TheBurningNether,The Burning Nether,1451
7513,RavagerDen,Ravager Den,1116
7514,ZethKur,Zeth'Kur,1116
7515,IronholdHarbor,Ironhold Harbor,1116
7517,TheLostOrchard,The Lost Orchard,1220
7519,EdgeofReality,Edge of Reality,1455
7520,IronDocks,Iron Docks,1116
7521,OldCoastPath,Old Coast Path,1220
7522,LionsWatch,Lion's Watch,1116
7523,Volmar,Vol'mar,1116
7524,RuinsofKranak,Ruins of Kra'nak,1116
7525,FarlightTerrace,Farlight Terrace,1116
7526,TempleOfShanaar,Temple of Sha'naar,1116
7527,TheIronFront,The Iron Front,1116
7534,BrokenShoreScenario,Broken Shore,1460
7535,ChallianesTerrace,Challiane's Terrace,1220
7536,AktarsPost,Aktar's Post,1116
7537,VaultoftheEarth,Vault of the Earth,1116
7538,ThroneofKiljaeden,Throne of Kil'jaeden,1116
7539,Zethgol,Zeth'Gol,1116
7540,LairoftheDeposed,Lair of the Deposed,1220
7541,Stormheim,Stormheim,1220
7542,WaterfallCliffs,Weeping Bluffs,1220
7543,BrokenShore,Broken Shore,1220
7544,AggramarsVault,Aggramar's Vault,1220
7545,HellfireRaid,Hellfire Citadel,1448
7546,NeltharionsLair,Neltharion's Lair,1458
7547,BrokenShoreScenarioDemonCityA,The Black City,1460
7548,AshranMine,Ashran Mine,1191
7549,TEMPStormshieldExcavation,[TEMP] Stormshield Excavation,1116
7550,TEMPWarspearExcavation,[TEMP] Warspear Excavation,1116
7551,TEMPTheHollow,[TEMP] The Hollow,1116
7552,TEMPTheAncientVault,[TEMP] The Ancient Vault,1116
7553,TEMPTheDarkBelow,[TEMP] The Dark Below,1116
7554,GardenofElune,Garden of Elune,1220
7555,SkyfireTriageCamp,Skyfire Triage Camp,1220
7556,Farondale,Farondale,1220
7557,StormDrakeDen,Stormscale Cavern,1220
7558,Valsharah,Val'sharah,1220
7559,DenOfDreams,Steelclaw Vale,1220
7562,TheLostTemple,The Lost Temple,1220
7563,MawofNashal,Cove of Nashal,1220
7564,ForsakenFoothold,Forsaken Foothold,1220
7567,NorDanilWellspringScenario,Nor'Danil Wellspring,1220
7568,LlothienHighlandsScenario,Llothien Highlands,1220
7569,FaronaarFinale,Faronaar,1220
7570,TheRoyalPondScenario,The Royal Pond,1220
7571,OlivianVeil,Olivian Veil,1220
7572,Thastalah,Thas'talah,1220
7574,HopesEnd,Hope's End,1220
7575,LightsLanding,Light's Landing,1220
7576,TwistingNetherIllidansRock70,Twisting Nether,1462
7577,TheMastersPromontory,The Master's Promontory,1462
7578,AszunaDungeonExterior,Eye of Azshara,1220
7579,RainfernBasin,Rainfern Basin,1116
7580,AntonidasMemorial70,Antonidas Memorial,1220
7581,DalaranCity70,Dalaran City,1220
7582,DalaranSewerDueling70,Circle of Wills,1220
7583,TheVioletCitadelSpire70,The Violet Citadel Spire,1220
7584,SewerExitPipeInterior70,Sewer Exit Pipe,1220
7585,SewerExitPipe80,Sewer Exit Pipe,1220
7586,TheBleedingHollow,The Bleeding Hollow,1116
7587,DalaranFloatingRocks70,Dalaran Floating Rocks,1220
7588,Helheim,Helheim,1463
7589,WindrunnersSanctuary,Windrunner's Sanctuary,1220
7590,DalaranIsland70,Dalaran Island,1220
7591,VaultofEyes,Vault of Eyes,1116
7592,TheVioletHold70,The Violet Hold,1220
7593,RuneweaverSquare70,Runeweaver Square,1220
7594,TheUnderbelly70,The Underbelly,1220
7595,TheEventide70,The Eventide,1220
7596,MagusCommerceExchange70,Magus Commerce Exchange,1220
7597,VargothsRetreat70,Vargoth's Retreat,1220
7598,VioletCitadelBalconys70,Violet Citadel Balcony,1220
7599,ShacklesDen,Shackle's Den,1220
7600,Lorlathil,Lorlathil,1220
7601,GroveOfCenarius,Grove of Cenarius,1220
7602,TheAbandonedCrossroads,The Empyrean Society Enclave,1220
7603,RavenbearCliffs,Blackbeak Overlook,1220
7604,Zorammarsh,Zorammarsh,1116
7605,Thastalah,Wretched Hollow,1220
7606,SkulltakersCrater,Skulltaker's Crater,1116
7607,ForeverRise,Forever Rise,1220
7608,Hrydshal,Hrydshal,1220
7609,TEMPcopy,[TEMP] JT (copy),1105
7610,StormwingRookery,Stormwing Rookery,1220
7611,GalebrokenPath,Galebroken Path,1220
7612,ThorimsPeak,Thorim's Peak,1220
7615,TheFelForge,The Fel Forge,1116
7616,TheForgottenRoost,The Forgotten Roost,1116
7617,MoonclawVale,Moonclaw Vale,1220
7618,TimewornStrand,Timeworn Strand,1220
7620,TheGreenway,The Greenway,1220
7621,Llothien,Llothien,1220
7622,TheBreachedOssuary,The Breached Ossuary,1116
7624,BrokenShoreScenarioTombAlliance,Tomb of Sargeras,1460
7625,ApothecaryShipwreck,The Black Rose,1220
7626,NathanosShipwreck,The Blightcaller,1220
7627,SylvanasShipwreck,The Windrunner,1220
7628,TheDesolationofGorefiend,The Desolation of Gorefiend,1116
7629,HelyasThrone,Helya's Throne,1463
7630,TheEternalBattlefield,The Eternal Battlefield,1463
7631,HoneyglowGlade,Honeyglow Glade,1220
7632,IronmongersHold,Ironmonger's Hold,1116
7633,TheRuinedSanctum,The Ruined Sanctum,1220
7634,Feralas,Feralas (copy),1
7635,TEMPPlaceholderArea,[TEMP] Placeholder Area - Level Design Dev Land Only,1060
7636,TheCorruptedRefuge,The Corrupted Refuge,1116
7637,Suramar,Suramar,1220
7638,PaladinClassShrine,Sanctum of Light,0
7639,Thornmire,Thornmire,1116
7641,Fangrila,Fang'rila,1116
7642,Bradensbrook,Bradensbrook,1220
7643,GatesofValor,Gates of Valor,1220
7646,FelblazeIngress,Felblaze Ingress,1220
7647,MoonrestShore,Moonrest,1220
7649,SleepingHollow,Sleeping Hollow,1220
7650,MarlsStead,Marl's Stead,1220
7651,MysticBurialMounds,Field of Fallen Kings,1220
7652,TheRunewood,The Runewood,1220
7653,MysticVillage,Haustvald,1220
7654,StyganaCavern,Stygana Cavern,1116
7655,RangariRefuge,Rangari Refuge,1116
7656,TheGreatSeaLegion,The Great Sea,1220
7657,GlitteringFalls,Glittering Falls,1220
7658,AraukNashalIntroScenario,The Cove of Nashal,1475
7659,HeroesRest,Heroes' Rest,1220
7661,Ravencourt,Ravencourt,1220
7662,IronhornEnclave,Ironhorn Enclave,1220
7663,TanaanJungleBeyondDarkPortal,Tanaan Jungle,1116
7664,Oakheart,Oakheart,1220
7665,Shalanir,Shala'nir,1220
7666,MistfallCrag,Shadowfen,1220
7667,LightwardensWatch,Garden of the Moon,1220
7668,ThastalahBasin,Thas'talah Basin,1220
7669,DarkgroveCavern,Darkgrove Cavern,1220
7670,CaveoftheBetrayed,Cave of the Betrayed,1116
7671,MagulasDen,Magula's Den,1220
7672,HallsofValor,Halls of Valor,1477
7673,DarkheartThicket,Darkheart Thicket,1466
7674,LegionDungeon,Legion Dungeon,1470
7675,Darkpens,Darkpens,1220
7676,TheBore,The Bore,1116
7677,TempleofElune,Temple of Elune,1220
7678,LokgoronFoundry,Lok'goron Foundry,1116
7679,Acherus,Acherus: The Ebon Hold,1220
7680,LunarwingShallows,Lunarwing Shallows,1220
7681,TyrsFallInsideScenario,Tyr's Fall,0
7682,SaberfangCavern,Saberfang Cavern,1220
7683,NashalScenarioWindrunner,The Windrunner,1475
7684,NashalScenarioBansheeShip,The Banshee's Wail,1475
7685,NashalScenarioApothecaryShip,The Black Rose,1475
7686,NashalScenarioEternityShip,The Eternity,1475
7687,NashalScenarioCreepingDeathShip,The Creeping Death,1475
7688,NashalScenarioBlightcallerShip,The Blightcaller,1475
7689,SmolderhideThicket,Smolderhide Thicket,1220
7690,TheSkyfireMawOfNashal,The Skyfire,1476
7691,SmallBattlegroundD,Small Battleground D,1171
7692,WhisperingBluffs,Whispering Bluffs,1220
7693,TempleofaThousandLights,Temple of a Thousand Lights,1220
7694,SkoldAshil,Skold-Ashil,1220
7695,IcecrownCitadelDeathKnight,Icecrown Citadel,1480
7696,TheFrozenThroneDeathKnight,The Frozen Throne,1480
7697,FrostmourneDeathKnight,Blades of the Fallen Prince,1480
7698,DreadwakesLanding,Dreadwake's Landing,1220
7699,Greywatch,Greywatch,1220
7700,RangersFoothold,Ranger's Foothold,1220
7701,CrowleysOverlook,Crowley's Overlook,1220
7702,Dreadroot,Dreadroot,1220
7703,FrostwallShipyard,Frostwall Shipyard,1116
7704,MalornesRefuge,Malorne's Refuge,1220
7705,MardumtheShatteredAbyss,"Mardum, the Shattered Abyss",1481
7706,LunarfallShipyard,Lunarfall Shipyard,1116
7707,HellfireRaidCourtyard,The Iron Bulwark,1448
7708,TempleofEluneScenario,Temple of Elune,1220
7709,Riverbend,Riverbend,1220
7710,Valsharah,Mistvale,1220
7711,HulnsRise,Huln's Rise,1220
7712,IllidariFoothold,Illidari Foothold,1481
7713,InfernoPeak,Inferno Peak,1481
7714,BitestoneEnclave,Bitestone Enclave,1220
7716,HellfireCitadelTanaan,Hellfire Citadel,1116
7717,BleedingHollowHuntingGrounds,Bleeding Hollow Hunting Grounds,1116
7718,ScuttlersCoast,Scuttler's Coast,1116
7719,TheFelblight,The Felblight,1116
7720,WarcampGromdar,Warcamp Gromdar,1116
7721,ThundertailWallow,Thundertail Wallow,1116
7722,TheBrokenRampart,The Broken Rampart,1116
7723,IronholdApproach,Ironhold Approach,1116
7724,WhitewaterWash,Whitewater Wash,1220
7725,BloodtotemForest,Bloodhunt Highland,1220
7726,Skyhorn,Skyhorn,1220
7727,HellfireRaidMagnaron,Pits of Mannoroth,1448
7728,TheHaglands,The Haglands,1220
7729,FlowerTerrace,Fields of An'she,1220
7730,HellfireRaidBlackGate,The Black Gate,1448
7731,ThunderTotem,Thunder Totem,1220
7732,PinerockBasin,Pinerock Basin,1220
7733,NesingwarysRetreat,Nesingwary's Retreat,1220
7734,IcecrownCitadeOutsidelDeathKnight,Icecrown Citadel,1480
7735,TanaanNoHubOnlyHubsArea,Tanaan Jungle,1116
7736,VaultofEyir,Vault of Eyir,1220
7737,Niskara,Niskara,1489
7739,BlackfangChallengeArena,Blackfang Challenge Arena,1116
7740,MoltenShore,Molten Shore,1481
7741,DespairRidge,Despair Ridge,1481
7742,SeatofCommand,Seat of Command,1481
7743,AcherusTheEbonHoldIcecrown,Acherus: The Ebon Hold,1480
7744,ShieldsRestIslandStormheim,Shield's Rest,1220
7745,MaelstromShaman,The Maelstrom,1469
7746,Ashtheran,Ash'theran,1220
7747,SoulEngine,Soul Engine,1481
7748,FelExpanse,Fel Expanse,1481
7749,TheFelHammer,The Fel Hammer,1481
7750,ShanaariRefuge,Sha'naari Refuge,1116
7751,MalosLookout,Malo's Lookout,1116
7752,StormsEyeOverlook,Storm's Eye Overlook,1469
7753,HeartOfAzeroth,The Heart of Azeroth,1469
7754,CrypticHollow,Cryptic Hollow,1481
7755,DarkfeatherValley,Darkfeather Valley,1220
7757,WindripperPeak,Windripper Peak,1220
7760,EventideBay,Eventide Bay,1116
7761,RavencrestMausoleum,Ravencrest Mausoleum,1220
7765,SouthwindShore,Southwind Shore,1116
7766,TanaanJungleNearDarkPortal,Tanaan Jungle,1116
7767,SuramarAcquisition,Suramar,1220
7768,FelsoulHoldScenario,Felsoul Hold,1220
7769,TheWitchwood,The Witchwood,1220
7771,TanaanInvasionChatPlaceholder,Tanaan Invasion,1265
7772,JuliesTestArea,Julie's Test Area,451
7773,GreymanesOffensive,Greymane's Offensive,1220
7777,TheVioletHoldAcquisition,The Violet Hold,1494
7778,HeathrowManor,Heathrow Manor,1220
7779,RadcliffeLanding,Radcliffe Landing,1220
7780,BlackRookHold,Black Rook Hold,1220
7782,CliffsedgeOverlook,Cliff's Edge,1220
7783,StonedarkGrotto,Stonedark Grotto,1220
7786,LifespringCavern,Lifespring Cavern,1220
7787,VaultOfTheWardens,Vault of the Wardens,1493
7789,BronzeleafThicket,Bronzeleaf Thicket,1220
7790,neltharionsvault,Path of Huln,1220
7791,RivermaneFarm,Earthmother's Bounty,1220
7794,VolmarHold,Vol'mar Hold,1116
7795,LionsDen,The Lion's Den,1116
7796,BrokenShorePaladin,Broken Shore,1500
7797,TheShatteredEdge,The Shattered Edge,1500
7798,HopesEndPaladin,Hope's End,1500
7799,TheLostTemplePaladin,The Lost Temple,1500
7800,SnowblindMesa,Snowblind Mesa,1220
7801,Greystone,Greystone,1220
7803,CentralVrykulWatchtower,Valdisdall,1220
7804,Andutalah,Andu'talah,1220
7805,BlackRookHoldDungeon,Black Rook Hold,1501
7806,NeltharionsVault,Neltharion's Vault,1220
7807,BloodtotemTrialCave,Cave of the Blood Trial,1220
7808,ValleyoftheSword,Valley of the Sword,1220
7809,Gloomboundbarrow,Gloombound Barrow,1220
7810,BloodtotemVillage,Torok's Bluff,1220
7811,HelheimDungeon,The Naglfar,1492
7812,HelheimDungeonDock,Helmouth Cliffs,1492
7813,ValhallasWarriorOrderHome,Skyhold,1479
7814,VaultOfTheWardensDH,Vault of the Wardens,1468
7815,ObsidianOverlook,Obsidian Overlook,1220
7816,RavencourtArena,Black Rook Hold Arena,1504
7817,SkyhornGraveyard,Sepulcher of the Sky,1220
7818,SkyhornKoboldCavern,Candle Rock,1220
7819,VaultOfTheBetrayer,Vault of the Betrayer,1468
7820,ForgeofCorruption,Forge of Corruption,1481
7821,TheDoomFortress,The Doom Fortress,1481
7822,NagrandArena2,Nagrand Arena,1505
7825,TheUnderbellyDescent70,The Underbelly Descent,1220
7826,TwistingNetherMardumLowlands,Twisting Nether,1481
7827,SouthshorevsTarrenMill,Southshore vs. Tarren Mill,1280
7828,UnderstoneBreach,Understone Breach,1220
7829,NavarroggsCave,Navarrogg's Refuge,1220
7830,HelmouthShallows,Helmouth Shallows,1220
7833,RockawayCoast,Rockaway Coast,1220
7834,NetherlightTemple,Netherlight Temple,1512
7835,TwistingNetherMardumVolcano,Twisting Nether,1481
7836,MucksnoutDen,Mucksnout Den,1220
7837,BlindMarshlands,Blind Marshlands,1220
7838,HulnFlashback,Azshara,1515
7839,PHOcean,PH Ocean,1220
7840,SuramarQuestHubExterior,Meredil,1220
7841,SuramarMountainTown,Tel'anor,1220
7842,SuramarMoonGuardFortress,Moon Guard Stronghold,1220
7843,SuramarCollapse,Falanaar,1220
7844,SuramarLegionScar,Felsoul Hold,1220
7845,CrystalFissure,Crystal Fissure,1220
7846,TheDreamgrove,The Dreamgrove,1220
7847,HelmouthShallows,Helmouth Shallows,1220
7848,TideskornHarbor,Tideskorn Harbor,1220
7849,CullensPost,Cullen's Post,1220
7850,LornasWatch,Lorna's Watch,1220
7851,Talonrest,Talonrest,1220
7852,TideskornWarcamp,Felskorn Warcamp,1220
7853,RockcrawlerChasm,Rockcrawler Chasm,1220
7855,SuamarCatacombsDungeon,The Arcway,1516
7856,TanaanJungleFlightBounds,Tanaan Jungle Flight Bounds,1464
7857,ShieldsRestIslandStormheim,Shield's Rest,1220
7859,CaveoftheUndying,Cave of the Undying,1220
7860,InkbindersRise,Inkbinders Rise,1220
7861,RockawayCoast,Prepfoot Compound,1220
7862,Morheim,Morheim,1220
7863,BilgefinShore,Bilgefin Shore,1220
7864,ChamberOfNight,Chamber of Night,1468
7865,TheWardensCourt,The Warden's Court,1468
7866,TheDemonWard,The Demon Ward,1468
7867,VaultOfIce,Vault of Ice,1468
7868,VaultOfMirrors,Vault of Mirrors,1468
7869,VaultOfLaw,Vault of Law,1468
7870,FallenPassage,Fallen Passage,1468
7871,TombOfThePenitent,Tomb of the Penitent,1468
7872,IllidariWard,Illidari Ward,1468
7873,VaultOfSilence,Vault of Silence,1468
7874,TideskornHarborScenario,Tideskorn Harbor,1220
7875,WarlockClassShrine,Dreadscar Rift,1107
7876,CavernoftheKeeper,Cavern of the Keeper,1220
7877,TrueshotLodge,Trueshot Lodge,1220
7878,MurlocShoals,Murloc Shoals,1220
7879,MageClassShrine,Hall of the Guardian,1513
7881,Dalaran,Dalaran,0
7882,KrasusLanding,Krasus' Landing,0
7883,ShipwreckCove,Shipwreck Cove,1220
7884,TheSilverEnclave,The Silver Enclave,0
7885,AntonidasMemorial,Antonidas Memorial,0
7886,DalaranCity,Dalaran City,0
7887,DalaranSewerDueling,Circle of Wills,0
7888,TheVioletCitadel,The Violet Citadel,0
7889,TheVioletCitadelSpire,The Violet Citadel Spire,0
7890,SewerExitPipeInterior,Sewer Exit Pipe,0
7891,SewerExitPipe,Sewer Exit Pipe,0
7892,DalaranFloatingRocks,Dalaran Floating Rocks,0
7893,SunreaversSanctuary,Sunreaver's Sanctuary,0
7894,DalaranIsland,Dalaran Island,0
7895,TheVioletHold,The Violet Hold,0
7896,RuneweaverSquare,Runeweaver Square,0
7897,TheUnderbelly,The Underbelly,0
7898,TheEventide,The Eventide,0
7899,MagusCommerceExchange,Magus Commerce Exchange,0
7900,VargothsRetreat,Vargoth's Retreat,0
7901,VioletCitadelBalconys,Violet Citadel Balcony,0
7902,MonkOrderHallTheWanderingIsle,The Wandering Isle,1514
7903,MonkOrderHallTempleofFiveDawns,Temple of Five Dawns,1514
7904,MonkOrderHallShrineofFiveDawns,Shrine of Five Dawns,1514
7905,MonkOrderHallMandoriVillage,Mandori Village,1514
7906,MonkOrderHallPeiWuForest,Pei-Wu Forest,1514
7907,MonkOrderHallRidgeofLaughingWinds,Ridge of Laughing Winds,1514
7908,MonkOrderHallDawningValley,The Dawning Valley,1514
7909,MonkOrderHallSingingPools,The Singing Pools,1514
7910,SleepersBarrow,Sleeper's Barrow,1220
7911,MonkOrderHallTheLaughingCrane,The Laughing Crane,1514
7912,FoulCreche,Foul Creche,1481
7913,TheCrescentVale,The Crescent Vale,1220
7916,SashjtarRuins,Sashj'tar Ruins,1220
7917,AzuregaleBay,Azuregale Bay,1220
7918,DreadscarRift,Dreadscar Rift,1522
7919,JagganothsLair,Jagganoth's Lair,1522
7920,WardenTowerStormheim1,Warden Tower,1220
7921,StormheimInsideScenario,Stormheim,1220
7922,SunfrostGlade,Sunfrost Glade,1220
7923,IcepinePoint,Icepine Point,1220
7924,HowlingHills,Howling Hills,1220
7925,MurklocCave,Murkloc Cave,1220
7926,WardenTowerStormheim1,Bluffpoint,1220
7927,HelheimEntranceExterior,Helmouth Cliffs,1220
7928,SuramarQuestHub,Shal'Aran,1220
7929,TheBurningSanctum,The Burning Sanctum,1480
7930,TheCrimsonHallArtifact,The Crimson Hall,1480
7931,TheSpireArtifact,The Spire,1480
7932,TheFrostwingHallsArtifact,The Frostwing Halls,1480
7933,ScreechingCrag,Screeching Crag,1220
7934,RampartofSkullsArtifact,Rampart of Skulls,1480
7935,DeathbringersRiseArtifact,Deathbringer's Rise,1480
7936,FrosthoofWatch,Frosthoof Watch,1220
7937,LonehoofWatch,Lonehoof Watch,1220
7938,GurunsBanquet,Gurun's Banquet,1116
7939,AzuregaleCoveInterior,Azuregale Cove,1220
7940,Jandvik,Jandvik,1220
7941,AshranSurroundingWater,Ashran,1116
7943,Leyhollow,Leyhollow,1220
7944,StraitsofHydrannon,Straits of Hydrannon,1220
7945,MardumtheShatteredAbyssScenario,"Mardum, the Shattered Abyss",1523
7946,unusedFelsoulHold,[Unused]Felsoul Hold,1220
7947,AxetailGrotto,Axetail Grotto,1220
7948,OrosOverlook,Oro's Overlook,1220
7949,StonehoofWatch,Stonehoof Watch,1220
7950,DarkfeatherValley,Mysthoof Watch,1220
7951,TempleoftheWhiteTigerScenario,Temple of the White Tiger,870
7952,KunLaiSummitSCENARIO,Kun-Lai Summit,870
7953,DarkfeatherValley,Grizzly Hills,1520
7954,NightmareGrizzlyHills,The Emerald Nightmare,1520
7955,DeepholmShamanAcquisition,Deepholm,1503
7956,CrumblingDepthsShamanAcquisition,Crumbling Depths,1503
7960,ArtifactSkywall,Skywall,1528
7961,SnowmaneVillage,Snowmane Village,1220
7962,FelsoulCommand,Felsoul Command,1220
7963,TheWaterGardens,The Grand Promenade,1220
7964,TeleporterAnomalyCave,The Drift,1220
7965,TeleporterCliffs,Warpwind Cliffs,1220
7966,OculethsWorkshop,Oculeth's Workshop,1220
7967,BoostExperienceTEMPNAME,Boost Experience [TEMP NAME],1537
7968,Kaldelar,Kal'delar,1220
7969,KarazhanScenario,Karazhan,1529
7970,SuramarCityDocks,Evermoon Commons,1220
7971,KarazhanCatacombs,Karazhan Catacombs,0
7972,XaletharsLair,Marrowden,1220
7973,TheVeiledIsles,The Veiled Isles,1220
7974,UrsocsLairScenario,Ursoc's Lair,1536
7975,TirisfalGladesOutsideScenario,Tirisfal Glades,0
7976,TirisfalGladesInsideScenario,Tirisfal Glades,0
7977,WhisperingForestInsideScenario,Whispering Forest,0
7978,KeepersRest,Keeper's Rest,0
7979,EmeraldDreamway,Emerald Dreamway,1540
7980,TheDeepRoads,The Deep Roads,1220
7981,GreystoneEnclave,Greystone Enclave,1220
7982,EchoingHalls,Echoing Halls,1220
7983,Vallhalas,Fields of the Eternal Hunt,1477
7984,CollapseVillage,Ambervale,1220
7987,HighmountainBurialGround,Highmountain Burial Ground,1220
7988,TeleporterTestChamberMicro,Oculeth's Test Chamber,1220
7990,ArcanoCaverns,Arcano Caverns,1220
7991,CollapseManor,Koralune Manor,1220
7992,AncientWell,Ancient Well,1220
7993,ForgottenPassage,Forgotten Passage,1220
7994,CrystalHollow,Crystal Hollow,1220
7995,CollapseWest,Moonshade Sanctum,1220
7996,LegionVioletHoldDungeon,Violet Hold,1544
7997,SuramarUnderground,Suramar Underground,1220
7998,CrumblingCoast,Crumbling Coast,1220
7999,ThunderTotemInterior,Thunder Totem,1220
8000,AzsunaArtifact,Azsuna,1220
8001,DeadMansBayAcquisition,Dead Man's Bay,1220
8002,TheHorizonsEdgeAcquisition,The Horizon's Edge,1220
8003,TempleofAThousandLightsAcquisition,Temple of A Thousand Lights,1220
8005,TerraceofEndlessSpringScenario,Terrace of Endless Spring,996
8006,TechTestSeamlessWorldTransitionA,[TEMP] Tech Test - Seamless World Transition A (JT),1549
8007,TechTestSeamlessWorldTransitionB,[TEMP] Tech Test - Seamless World Transition B (JT),1550
8008,AshamanesFall,Ashamane's Fall,1552
